Contexto,Low-level Topic,Medium-level Topic,High-level Topic,Source,Author,Translation
"Son todos los problemas que tienen algunos individuos de la tercera edad para dar cuenta de las fechas actuales y pasadas, como los días festivos religiosos y cívicos, los días de la semana, el mes, la estación del año, y el año actual. Ejemplos de la alteración de la orientación en el tiempo: 1. La Sra. LBG, jubilada del magisterio, no puede registrar la fecha, el día de la semana y la estación del año. Se justifica diciendo: ""desde mi jubilación, todos mis días son iguales, y ya no tengo que ir a la escuela a dictar clases, así es que no me interesa saber en qué día estamos hoy"". 2. La Sra. MMR, enfermera jubilada del hospital naval, es llevada a la consulta por su hija, a pesar de no tener ""problemas en su memoria"", cuando exploro sobre las fechas de las principales festividades religiosas (celebración de la festividad de Santa Rosa de Lima, de San Martin de Parres, o del Señor de los Milagros), fechas cívicas (celebración del día de la independencia nacional, o del combate de Angamos), y fecha actual se molesta y me dice: ""Yo no estoy para chiquilladas, esas preguntas se las puede realizar a mi nieta que está cursando la primaria""",La afectación de la orientación en el tiempo,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Es la perdida de la capacidad para seleccionar la información y dirigir los procesos mentales hacia dicho objetivo por un tiempo determinado y se expresa clínicamente por la facilidad de distracción durante las tareas de la vida diaria, o cuando no ha terminado de realizar una tarea recién iniciada y ya desea iniciar otra actividad. Ejemplos de la alteración de la atención y concentración: Esta es probablemente la preocupación mas frecuente de los hijos o de los propios adultos mayores. En general, se califican como olvidos benignos sí es que no progresan y no se asocian a otros problemas cognitivos. Por ejemplo, La Sra. RZH de 62 años de edad, al retornar a su domicilio, preocupada por la enfermedad respiratoria de su nieto y por la preparación retrasada del almuerzo, abre la puerta del refrigerador para retirar las piernas de pollo; en ese momento recuerda que debe pagar el recibo de teléfono, pues es el último día, y no toma atención que está dejando las llaves de la casa dentro del refrigerador. Después del almuerzo, cuando decide salir a pagar el recibo de teléfono, acusa con sus hijos, la perdida de las llaves. La hija que llega del trabajo decide tomar un refresco helado y encuentra las llaves dentro del refrigerador. (ver figura 8). Estos problemas de atención, usualmente se asocian a problemas secundarios a estrés doméstico y/o problemas de ansiedad y depresión; pero también puede reflejar problemas de deficiencia de atención no diagnosticados en la niñez. Debe preocupar, sí luego empieza con problemas de memoria de hechos recientes o de la denominación de objetos comunes.",La afectación de la atención y la concentración,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Recordaremos que el lenguaje es el proceso responsable de la integración y emisión de los mensajes lingüísticos, que involucra a la capacidad de emitir las palabras en un determinado tiempo (fluencia), comprender y entender (comprensión), repetir lo escuchado o leído (repetición), denominar los objetos según sus características (denominación), leer un párrafo (lectura) y escribir una sentencia o una oración (escritura). Ejemplos de la alteración de la fluencia de palabras: El Gral. SRC se muestra en todo momento muy ""hablador'', su esposa dice que puede decir alrededor de 100 palabras por minuto, y que siempre quiere ser el centro de la atención, interrumpe las conversaciones de otros y opina de todos los temas; algunas veces con incoherencias. Ella dice, que ""habla hasta por los codos"". Cuando lo entrevisto, antes de preguntarle su edad, él ya me está contando los antecedentes de su enfermedad, y cuántos profesionales lo han evaluado. Es lo que llamamos un incremento de la fluencia. Ejemplos de la alteración de la comprensión de órdenes: La Sra. MCL es capaz de entender órdenes simples, pues realiza correctamente la orden: señale la puerta, o cierre los ojos; sin embargo, tiene problemas cuando le pido: con dos dedos de su mano derecha toque su oreja izquierda; o toque el escritorio, luego de señalar el techo. Ejemplos de la alteración de la repetición: La Sra. ARE repite con facilidad letras, sílabas, palabras de uso frecuente y frases cortas simples (""el niño jugaba con su bicicleta"", ""Mi hermano regresó a casa""); pero no puede repetir ""treinta gatos grises se comieron todos los quesos"", o ""Cada persona tiene un color de pelo distinto"", o ""No existen muchas cosas que no se puedan tocar''. Ejemplos de la alteración de la denominación: El Sr. GRE refiere que con frecuencia tiene problemas para encontrar algunas palabras durante las conversaciones cotidianas, él refiere que la palabra ""la tiene en la punta de la lengua"", pero no la puede emitir; y luego de algunas horas o días, logra recordarla. Cuando pido que describe la lámina de la señora en la cocina, tiene algunas dificultades para denominar con corrección la palabra ""grifo"", ""frasco"" y ""lavadero"". Cuando le muestro unas láminas con dibujos simples (lápiz, serrucho, tijeras, martillo, árbol, cama, helicóptero, pulpo, caracol y esfinge), falló para nombrar correctamente 5 de 10 dibujos.",La afectación del lenguaje,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"De manera superficial, el cálculo involucra desde la adquisición de los conceptos numéricos, reconocimiento e identificación de los números o de los signos aritméticos, hasta la ejecución de las operaciones aritméticas (5). De tal manera, que su alteración se denomina acalculia, habiendo reconocido hasta 3 subtipos: acalculia espacial (los errores de cálculo se deben a falla de la organización espacial de los operandos), acalculia alexia o agráfica (los errores de cálculo son secundarios a alteraciones de la lectura y escritura de los números) y acalculia primaria o anaritmética (pérdida del concepto de las operaciones aritméticas). Ejemplos de la alteración en el cálculo: El sub-oficial EP, JCM desde hace 2 años tiene dificultad para realizar las programaciones de los roles de guardia de su unidad, cuando la computadora de su oficina se encuentra ocupada. Hace un año, ha notado que tiene dificultad para calcular el vuelto de las compras realizadas en el supermercado. Cuando es evaluado, no se evidencia dificultad para realizar sumas o restas de números de una y dos cifras; pero si evidencia dificultad, cuando se solicita realizar multiplicación y división con números de 2 cifras. Evidencia de problemas para calcular el monto a pagar, que se agrega a deficiencias de memoria de hechos recientes (""pagué o no pagué"", ""lo anoté o no lo anoté""), y problemas disejecutivos (programación de pago, planificación, toma de decisiones). Debido a todo ello, la mayoría de personas de la tercera edad se exponen a ser timados por cajeros inescrupulosos, por lo que recomendamos acudir acompañados.",La afectación del cálculo,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Praxia viene a ser la correcta ejecución de la secuencia de los movimientos finos, de destreza, previamente aprendidos. Su alteración, se denomina apraxia y existen diversas formas de evaluarla; pero las más útiles y prácticas suelen ser aquellas que incluyen el conocimiento que el sujeto tiene de las acciones relacionadas con los objetos e implica la generación de la acción o movimiento (apraxia ideomotora); y la capacidad de generar y ejecutar los actos motores que permiten realizar un conjunto mediante la articulación y el ensamblaje de elementos de distinta naturaleza (apraxia constructiva). Ejemplos de alteración de la praxia ideo-motora: La hija de una señora de 69 años de edad, refiere que su madre desde hace 2 años ha perdido la habilidad para vestir, ""no lograba diferenciar entre una ropa de verano y otra de invierno"". Hace un año, acudió al bautizo de su primer bisnieto, vestida con una falda roja, blusa a cuadros celestes, con zapatos morados, y cartera amarilla y desde hace seis meses ha observado que su madre no reconoce el orden en el que debe colocarse la ropa ""se pone la blusa o el polo y encima su brassiere"". Cuando logré examinarla, podía entender la orden verbal e imitar las siguientes acciones: peinarse, cortar con unas tijeras y martillar un clavo; pero tenía serias dificultades para ejecutar el proceso de cepillarse los dientes, y no pudo preparar el proceso de envío de una carta. En este caso, la paciente inicia con problemas de apraxia ideo-motora, siendo incapaz de completar el proceso de vestir; inicialmente para elegir los colores, y luego para combinar correctamente los colores, y finalmente con dificultades para realizar actividades de vida diaria instrumentales, como el cepillado de dientes. Ejemplos de alteración de la praxia constructiva: El Sr. JRC ha notado que desde hace 2 años tiene dificultades para ejecutar ciertas actividades domésticas, como abrir los pomos de mermelada, y las puertas de los reposteros que tienen candados. Cuando lo examino, se evidencia que tiene dificultades para dibujar el reloj y un cubo; no obstante es capaz de dibujar en forma separada un círculo o un rombo.",La afectación de la praxia,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Independientemente de las perspectivas ontológicas, pragmáticas y nominales, el sistema de funciones ejecutivas son las encargadas de: 1) funciones de coordinación como el plan de acciones, la organización y la verificación de acciones y 2) estrategias que facilitan la expresión de la conducta ajustada socialmente. Específicamente, se relacionan con habilidades para establecer metas, flexibilidad del pensamiento, inhibición de respuestas automáticas para ejecutar otra ante una situación imprevista; así como también con la capacidad de planificar, autorregulación del comportamiento y la fluidez verbal. Ejemplos de alteración de la flexibilidad cognitiva: La flexibilidad cognitiva es el proceso ejecutivo responsable de generar modificaciones en las conductas y pensamientos en contextos dinámicos de las personas, sujetos a rápidos cambios y fluctuaciones, dependiendo de las circunstancias del entorno. En ese sentido, la posibilidad de cambiar eficiente y velozmente cuando las circunstancias lo exigen viene a ser el rasgo esencial del comportamiento adaptativo y ajustado a los objetivos. Pero, la posibilidad de adaptarnos a los cambios del ambiente no sólo requiere de flexibilidad cognitiva, sino también de otros procesos de control ejecutivos como la memoria de trabajo y la inhibición, por lo que en los ejemplos será dificil separar uno de otro, pues en algún momento se refieren tal vez a estos tres procesos de manera indistinguible. Ejemplos de alteración del control inhibitorio: En general, este término se refiere a la supresión de respuestas irrelevantes que generan interferencia sobre las que se consideran relevantes para el logro de una meta pre-determinada para lo que requiere el rol fundamental de la atención selectiva. En contextos de evaluación breve, podemos plantear una tarea, donde pedimos resolver una situación para cruzar una calle de alto tráfico y en la vereda de la esquina en la que la persona se encuentra, no hay crucero peatonal ni semáforos. Interrogamos, pidiendo ¿que haría para cruzar al otro lado de la calle sin peligro? Las diversas respuestas con adecuado control inhibitorio incluirán aquellas referidas a esperar que disminuya el tráfico, llamar a un policía o a mis hijos para que me ayuden, organizar entre varios para detener el tráfico y poder cruzar, ir a otra esquina que si tenga semáforo, o subir a un taxi. En esta tarea, podemos evaluar flexibilidad cognitiva ante una situación no prevista; pero también control inhibitorio, pues debe bloquear las respuestas inmediatas irrelevantes (""espero y sigo esperando sin importar el tiempo, una hora, dos horas"", ""no cruzo y me regreso"") o que pongan en peligro su integridad (""cruzo corriendo"" ""los choferes tienen que detenerse cuando yo cruce""). Ejemplos de alteración de la memoria de trabajo: Es la capacidad de mantener una información para poder utilizarla mientras realizamos una tarea. En el laboratorio, habitualmente se evaluan este tipo de función ejecutiva, llamada tambien memoria operativa, utilizando tareas como repetición de digitos en orden inverso poniendo y leyendo en voz alta y pausada diversas y progresivas series de números, que deben ser respondidas en orden inverso: Por ejemplo: El doctor dice 2-4, y el paciente dirá 4-2, y asi se van repitiendo secuencias. En la vida diaria, un ejemplo puede verse cuando una señora conversa por teléfono y se encuentra a la vez cocinando. Una persona con alteración de la memoria de trabajo, podría presentar una de estas situaciones, que la comida preparada está sabrosa como siempre, pero no recuerda los detalles de lo conversado por teléfono. Ejemplos de alteración de la fluidez verbal: La fluidez verbal es la velocidad y precisión en la búsqueda y actualización de la información, así como la producción de elementos específicos en un tiempo eficiente. Se puede evaluar mediante la fluidez verbal semántica y la fluidez verbal fonológica. En la fluidez semántica, se pide al participante que nombre diferentes ejemplos de una categoría semántica determinada (como categoría de animales, prendas de vestir o verduras) en un tiempo pre-establecido de un minuto, y se califica el número de ejemplares únicos nombrados. Mientras que en la fluidez fonológica, se pide al participante que diga tantas palabras como sea posible que empiecen con una determinada letra en el periodo de un minuto (usualmente la letra ""F"", pero también puede ser con la letra ""L"" o la letra ""P"").",Las alteraciones de la funciones ejecutivas,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Mediante la cognición social somos capaces de interpretar las emociones, los pensamientos, intenciones y conductas sociales de los demás; de esta manera podemos suponer el motivo por el cual una persona se encuentra alegre o triste; además podemos ponernos en su lugar ante una determinada situación para saber qué puede estar pensando o cómo reaccionará si hacemos o decimos algo en particular. Habitualmente, evaluamos cognición social a través de la empatía (""entendiendo las emociones ajenas""), teoría de la mente (""atribuyendo estados mentales a otros y predecir su comportamiento""), toma de decisiones (""decidiendo de acuerdo a las circunstancias"") y por los juicios morales (""actuando según nuestras creencias y normativas morales""). Ejemplos de alteraciones de la empatía: La empatía viene a ser la capacidad de comprender y compartir la experiencia subjetiva de los otros. Se intenta evaluar a través de imágenes de situaciones que generan dolor de manera intencional, accidental o neutral. Luego de mostrar las distintas situaciones a la persona en evaluación, se interroga sobre intencionalidad (¿se hizo la acción a propósito?), intención de daño, preocupación empática (¿qué tan triste se siente por la victima?), molestia y sanción.  En general, los pacientes con la variante conductual de la demencia frontotemporal tienen serios problemas para reconocer la intencionalidad e intención del daño en las situaciones accidentales; no sienten tristeza por la victima en situaciones intencionales; y no pueden reconocer la pertinencia y el grado de sanción en situaciones neutrales. Pero, en contextos de vida cotidiana, podemos sospechar de baja empatía en situaciones como no dar importancia a las historias que nos cuentan de otras personas, indiferencia al ver documentales sobre maltrato animal o respecto a animales abandonados, no prestar ayuda a un discapacitado para cruzar la calle, no interpretar correctamente la alegría de un ser querido, no celebrar los logros de los demás, no entristecerse al ver alguien que sufre, o burlarse de los donativos en situaciones de caridad. Ejemplos de alteraciones de la teoría de la mente: La teoría de la mente, es la capacidad de inferir los pensamientos o intenciones de otra persona. Existen muchas formas de evaluarla, pero en el laboratorio de investigación se evalúa mediante dos pruebas: el test de Faux-pas y el test de reconocimientos faciales en una herramienta abreviada que se denomina el Mini-SEA (Mini Social Cognition and Emotional Assessment). La prueba denominada Faux-pas o de ""paso en falso"" (también conocida como ""metida de patas"") consiste en diferentes escenas 'sociales', que permiten probar la capacidad de los pacientes para detectar si alguien comete una ""metida de pata"", o un ""falso paso social"", así como explicar por qué y cómo se produjo una ""metida de pata"" en cada escena. El test de reconocimiento de emociones faciales requiere que el paciente reconozca las emociones a través de las caras, para lo cual mostramos imágenes de diferentes personas con las siguientes 7 emociones para cada cara: Felicidad - Sorpresa - Neutral - Tristeza - Miedo - Asco - Ira. De la misma manera, la mayoría de pacientes con variante conductual de la demencia frontotemporal tienen muchas dificultades para identificar adecuadamente la mayor parte de las imágenes de acuerdo a la emoción representada. Ejemplos de alteraciones de la toma de decisiones: La toma de decisiones es otra habilidad que forma parte de las funciones ejecutivas que juegan un rol fundamental en las actividades de vida diaria. Las deficiencias en la toma de decisiones se relacionan básicamente con disfunción de la corteza prefrontal (una estructura ubicada en la parte anterior de los hemisferios cerebrales). Existen diversas maneras de evaluarla, pero una forma práctica y eficaz de de evaluar la toma de decisiones (16) en los laboratorios de investigación cognitiva es mediante el lowa Gambling Task (IGT), una tarea compleja, pero parecida a la que usted realiza con los juegos de naipes con algunas reglas especiales. Tiene la finalidad de cuantificar la progresión de perfiles de preferencias de la toma de decisiones a lo largo de la tarea. Ejemplos de alteraciones de los juicios morales: La evaluación de los juicios morales para evaluación cognitiva de deterioro cognitivo en el laboratorio habitualmente incluye situaciones hipotéticas de dilemas morales. Por ejemplo, se puede plantear la siguiente situación: ""Grace y su amiga están visitando una planta química. Cuando Grace va a la máquina a servir café, la amiga de Grace pide un poco de azúcar para su taza. Junto a la máquina de café, hay polvo blanco en un envase. El polvo blanco es una sustancia muy tóxica (olvidada allí por uno de los científicos) y por lo tanto mortal cuando se ingiere. El envase está etiquetado como ""azúcar'', por lo que Grace cree que el polvo blanco es el azúcar dejado allí por el personal de la cafetería. Grace pone la sustancia en el café de su amiga. Su amiga bebe el café y muere"". Para la interpretación de las posibles respuestas, se plantea dos supuestos: el primero donde se valora el desenlace final de la situación, la cual puede ser neutral (""la amiga no muere"") o negativa (""la amiga muere"") y la segunda en donde se valora la intención de generar daño, pudiendo esta ser neutral (""Grace no tiene intención de dañar"") o negativa (""Grace si tiene intención de producir daño""). De tal manera se plantean 4 posibles escenarios: 1) no se produce daño; 2) daño accidental; 3) Intento de daño o daño intencional; y 4) intento exitoso de daño. Después de leer la historia se pide a los participantes que califiquen cada uno de los 4 escenarios en una escala de Likert, que va desde totalmente permitido hasta totalmente prohibido. Los controles cognitivamente sanos califican como más permitido el daño accidental y totalmente prohibido el daño intencional; mientras que los pacientes con la variante conductual de demencia fronto-temporal son más permisivos o no lo consideran prohibido el daño accidental y el daño intencional.",Las alteraciones de la cognición social,Capitulo 3: Los síntomas cognitivos en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Los síntomas psicológicos y conductuales de la demencia (SPCD) generan sufrimiento en el paciente y en el cuidador, agravan el deterioro cognitivo y funcional, producen sobrecarga del cuidador y precipitan el internamiento en casas de reposo. Los SPCD pueden aparecer prácticamente en cualquier momento de la enfermedad, con un patrón de agrupación muy variable. Desde 1996, la Asociación Internacional de Psicogeriatría acuñó el término 'behavioral and psychological symptoms of dementia' (Los síntomas psicológicos y conductuales de la demencia-SPCD en castellano) para aludir a un conjunto de síntomas y signos, previamente denominados de forma diversa (por ejemplo, síntomas psiquiátricos, complicaciones conductuales, problemas de conducta) que pueden aparecer en las personas con demencia. El nuevo término implicaba dos clases de síntomas: los síntomas psicológicos, más complejos y elaborados desde el punto de vista mental, obtenidos a través de la entrevista con el paciente y sus cuidadores (por ejemplo, depresión, ansiedad, psicosis); y los 'síntomas' (en realidad signos) conductuales, más básicos, obtenidos mediante la observación directa del paciente (por ejemplo, agresividad, hiperactividad motora, desinhibición). De esta manera, los SPCD constituyen un terreno abierto y multidisciplinario, de potencial interés incluso en fases prodrómicas de la demencia e imprescindible en el manejo clínico de las demencias. Existe variabilidad importante en su aparición y evolución. Los síntomas afectivos tienen más probabilidad de manifestarse al comienzo de la enfermedad. Las conductas de agitación y clínica psicótica son más frecuentes en pacientes cuyas funciones cognitivas se hallan moderadamente deterioradas, aunque se hacen menos evidentes en las etapas avanzadas, probablemente debido al deterioro de la condición física y neurológica del paciente. Algunos síntomas son más persistentes que otros. Así, el vagabundeo y la agitación son los trastornos conductuales más duraderos en la enfermedad de Alzheimer. La diferente tipología de las demencias se asocia con algunos patrones más característicos de alteraciones conductuales, pero estas diferencias no se han demostrado con suficiente consistencia en los estudios realizados hasta ahora.","Los síntomas psicológicos y conductuales de la demencia
(SPCD)",Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Los síntomas psicológicos de SPCD son: 1. Ideas delirantes: Llamadas también ideas delusivas o simplemente delusiones, su frecuencia oscila entre 10-70 %. El contenido más habitual es de tipo persecutorio o paranoide ( «alguien roba las cosas»). Constituye un factor de riesgo de agresividad.
2. Alucinaciones: su presencia oscila entre el 12-40 %. Las alucinaciones más frecuentes son las visuales. En las demencias con cuerpos de Lewy pueden llegar al 80%.
3. Errores de identificación: Llamado también falsas identificaciones o síndromes de falsos reconocimientos, son un trastorno de percepción. Oscilan entre el 6-12 %. Se relacionan con agresividad, especialmente a su pareja no reconocida.
4. Depresión: presenta una prevalencia del 40- 50 % de los pacientes, con elevadas tasas de recurrencia. El diagnóstico de depresión puede ser difícil, especialmente en los estadios moderados y avanzados. Así mismo, en fases iniciales, en muchos casos, debe plantearse el diagnóstico diferencial entre depresión y demencia. Debe
considerarse un trastorno depresivo cuando: Existe un ánimo depresivo constante y pérdida de la capacidad de disfrutar; Se expresan reiterados deseos de muerte manifiestos; Existe una historia familiar o personal de depresión anterior al inicio
de la demencia.
5. Apatía: y los síntomas afines se desarrollan hasta en un 50 % en fases iniciales e intermedias. Debemos diferenciar apatía y depresión pues el abordaje farmacológico es distinto.
6. Ansiedad: también con elevada frecuencia de presentación, hasta en 40% de los casos. Puede manifestarse asociada a otras alteraciones o en forma independiente. En algunos casos, puede asociarse a fobias.
7. Alteraciones del sueño: El más frecuente es el insomnio asociado a otras alteraciones como agitación psíquica nocturna, quejas somáticas, y trastornos de la percepción. De modo característico, se presentan con cambio del ritmo vigilia-sueño. Son motivos frecuentes de consulta por parte de los cuidadores por su repercusión familiar. Ocasionalmente, pueden manifestarse despertares nocturnos e hipersomnias.",Los síntomas psicológicos de los SPCD,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Los síntomas conductuales de estos SPCD son: 1. Vagabundeo: Llamado también conducta motora aberrante o deambulación errante, supone importante sobrecarga a los cuidadores. La frecuencia estimada en estudios es muy variable (del 3 al 53%), sobre todo por la diferente definición de la alteración (caminar sin rumbo, actividad excesiva, caminar de noche, comprobar continuamente el paradero del cuidador, entre otras).
2. Agitación psíquica: síntoma presente en el 50 % de casos, sobre todo en estadios intermedios y finales. Utilizando escalas que permiten objetivar el tipo y grado de agitación se han identificado diferentes subtipos que incluyen conductas de agitación físicamente no agresivas, físicamente agresivas, verbalmente no agresivas y verbalmente agresivas. Estos subtipos se relacionarían con la probabilidad de presentación: La agresividad física y verbal tiene altas probabilidades de ocurrir en los pacientes con demencia que tienen muy limitadas las relaciones sociales; La agresividad física es típica de pacientes con deterioro cognitivo grave, más frecuente en varones; La agresividad verbal se relaciona con depresión y problemas de salud; Las conductas físicas no agresivas se observan en pacientes con niveles de deterioro funcional entre moderado y grave; Las conductas verbales no agresivas son más probables en mujeres con demencia y depresión, mal estado de salud y dolores crónicos. Son formas de deterioro leve o moderado.
3. Reacciones catastróficas: o de rabia, suponen una reacción emocional o física excesiva o brusca. En ocasiones se manifiesta con agitación o agresividad, estallidos de cólera, gritos, amenazas. Los factores de riesgo incluyen deterioro grave, edad avanzada y rasgos de personalidad pre-mórbida.
4. Desinhibición: presentan un comportamiento impulsivo e inapropiado, inestabilidad emocional, escasa capacidad de juicio e incapacidad para mantener una conducta social adecuada. Incluye la desinhibición sexual y otras conductas sociales alteradas pudiendo provocar accidentes, problemas económicos, actos de violencia entre otros.
5. Negativismo: supone rechazo a hacer cosas, por ejemplo al cuidado personal. Esta conducta se produce de modo característico en fases tempranas de la demencia vascular, y más tardíamente en Enfermedad de Alzheimer.",Los síntomas conductuales de estos SPCD,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Las delusiones son un trastorno del contenido del pensamiento en el que se expresa una idea errónea o una interpretación anómala de la realidad. Resulta imposible, a través de una argumentación lógica ofrecida al paciente, que este salga de su error y por lo tanto sólo agregamos frustración y posibilidad de incrementar la confusión con riesgo de generar agresividad verbal y tal vez, agresividad física. El tema más frecuente quizás sea la sospecha o certeza de robo que puede presentarse en más del 60% de los casos. Siguen en frecuencia delirios de sospecha, de referencia (pensar que se refieren o le miran a uno) y la idea de que hay extraños en la casa. Otras temáticas delirantes menos frecuentes son la idea de que el lugar donde viven (en el caso de que siga siendo su domicilio) no es su casa, delirios de abandono, grandeza, de infidelidad, hipocondríacos o depresivos. La ideación delirante celotípica o síndrome de Otelo es frecuente en individuos con demencia; pero también se presenta en un 15.8% de la población general sin demencia, y en un 1.4% de individuos de tercera edad no dementes internados en casa de reposo. Puede presentarse también el síndrome de Capgras (delirio de que el cónyuge o cuidador no es el mismo, sino que ha sido suplantado por un doble), así como otros síndromes que se incluyen dentro de idead delirantes de falsa identificación. Ejemplos de pacientes con ideas delirantes: La Sra. RZD desde hace un año ha ""notado"" que algunas de sus joyas se han estado perdiendo, aunque la familia reporta que no ha habido falta alguna en el recuento detallado de ""todas"" las joyas que ella tiene; y piensa que la hija que vive con ella es la responsable, aunque a veces también sospecha de la señora que viene una vez por semana para limpiar la casa; motivo por el cual, ella prefiere usarlas, de tal manera que tiene una sortija en cada dedo de la mano, 3 pulseras en cada mano, y 4 cadenas de oro y plata en el cuello con varios dijes; y en la noche al ir a dormir, las guarda debajo de su almohada. Desde hace 6 meses, además está guardando de su cama, los juegos de cubiertos de mesa y copas de vino. Cómo pueden deducir, ella está presentando delusiones paranoides de robo.",Las ideas delirantes o delusivas,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Las alucinaciones son percepciones en ausencia de un objeto o estímulo externo con total convencimiento de la realidad de dicha percepción. Existen tantos tipos de alucinaciones como sentidos existen. Por lo tanto tendremos alucinaciones visuales, auditivas, olfativas, gustativas y táctiles; siendo las alucinaciones visuales las más frecuentes en pacientes con demencia. En las alucinaciones visuales el paciente ve personas, animales o destellos de luz. Las alucinaciones más frecuentes en casos de pacientes con demencia suele ser la visión de pequeños bichos (refieren ver hormigas por el suelo, techo, en su ropa de dormir, o en su plato de comida) o de personas fallecidas (refieren ver a sus padres, hermanos, o familiares lejanos). Las alucinaciones visuales deben distinguirse de las ilusiones, que son percepciones erróneas de estímulos externos reales (ve una sombra y le parece un ""atacante"", o cuando se ve reflejado en un espejo al pasar delante de él, puede asumir que alguien lo está persiguiendo). Ejemplos de pacientes con alucinaciones visuales: El Sr. GRE con diagnóstico previo de parkinsonismo, algunas noches por la madrugada, se despierta para ir al baño; cuando regresa a intentar reiniciar el sueño, no lo logra, debido a que un extraño perro marrón ingresa a su habitación y se recuesta al lado de la puerta frente a él (ver figura 6). Luego de varias semanas él ha tomado conciencia de que ello no es real; sin embargo, en algunas ocasiones lo ha escuchado ladrar por lo que ha tenido que levantar la voz y ordenar ""silencio"". ",Las alucinaciones,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"El síndrome de falso reconocimiento delirante es un trastorno en el cual los pacientes continuamente identifican de forma errónea a personas, lugares, objetos o sucesos. La forma más frecuente de falso reconocimiento es el síndrome de Capgras (15); el cual consiste en la idea delirante de que una persona, generalmente cercana y afectivamente significativa para el paciente ha sido reemplazada por un ""doble"" o impostor. Pertenecen también a esta categoría el síndrome de Frégoli, que consiste en la sobre-identificación delirante de familiares en el cuerpo de otras personas extrañas; el de intermetamorfosis en el que el paciente intercambia la identidad de personas cercanas; el de los dobles subjetivo o delirio de dobles del propio sujeto, en que cree que otras personas se han transformado en él mismo; y la paramnesia reduplicativa, o creencia de que un lugar o espacio físico ha sido duplicado. Ejemplos de pacientes con falsas identificaciones: Una mañana de diciembre, la Sra. SAQ despertó asustada y ansiosa, acusando a la persona que se encontraba en su cama: qué haces en mi cama?, de dónde has salido?, qué quieres de mi?, y luego llamaba a sus hijos para que ayuden a expulsar al intruso (ver figura 17). Varios minutos después, con la ayuda de los hijos, reconoció que aquel intruso era su esposo. Éste es un caso típico de síndrome de Capgras. Otro ejemplo: La Sra. CBA desde finales de 2013, ha presentado episodios de varios días de duración, caracterizado por episodios en los cuales no reconocía a su esposo RBC (pero, sí lograba reconocer a los hijos). Repetía con inquietud y angustia ""el salió y no ha vuelto ... viene un señor diciendo que era él"", los fines de semana, se va a la calle, ""yo miro por la ventana, estaba sentado en el auto, pero no era mi marido"", ""yo le dije ¿dónde está RBC? Usted es otro"". Con frecuencia, acusaba ""ese señor usa su ropa"" (ver figura 18). Los hijos intentaban convencerla mostrándole fotos, sin encontrar buenos resultados. Éste es también un caso de síndrome de Capgras. En el síndrome de Capgras, los pacientes no logran identificar a la otra persona a quien acusan de impostores, pues están suplantando a la persona que ellos conocieron.",Las falsas identificaciones,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
